,all,neg,pos,neu
_cupcakes,2,1.0,1.0,
240,1,,1.0,
problems..,1,,1.0,
Downtown,2,,1.0,1.0
victory!!!,1,,1.0,
http://twitpic.com/4wb42,1,,,1.0
time(french,1,,,1.0
hour),1,,,1.0
Awards,4,,2.0,2.0
Paris...,1,,,1.0
Ps...,1,,1.0,
Button,1,,1.0,
completes,1,,1.0,
noms....got,1,,1.0,
year!!,3,,2.0,1.0
Heh.,1,,,1.0
Pius,1,,,1.0
"rally,",1,,,1.0
cheering,4,1.0,,3.0
band.,1,,,1.0
olympics,1,,1.0,
week..,4,1.0,,3.0
26.1c,1,1.0,,
melt?,1,1.0,,
"help,",4,3.0,,1.0
"vendor,",1,,,1.0
_in,1,,,1.0
Raul,1,,,1.0
Julia.,1,,,1.0
gearbox,1,1.0,,
"problem,",3,2.0,1.0,
quote.,2,1.0,1.0,
sickly,1,,,1.0
Yippeee,1,,,1.0
increase,2,1.0,,1.0
efforts.,1,1.0,,
Alas,3,1.0,,2.0
meanie,1,,,1.0
teasing,2,,,2.0
cheese!,1,,,1.0
http://twitpic.com/67rt8,1,,,1.0
feeeeeet,1,1.0,,
PIN,1,1.0,,
lest,1,1.0,,
vital,1,1.0,,
information.,2,1.0,1.0,
KAN,1,,,1.0
GUN,1,,,1.0
....AN,1,,,1.0
GOIN,1,,,1.0
"SMFH,",1,,,1.0
OVER,6,3.0,2.0,1.0
REACTIN,1,,,1.0
"NOTHIN,",1,,,1.0
STAY,1,,,1.0
STRONG,2,,1.0,1.0
teacher.,2,1.0,,1.0
ends.,1,1.0,,
Good:,1,,,1.0
drank,10,4.0,,6.0
Jager,1,,,1.0
licked,1,,,1.0
asian,3,1.0,,2.0
girl`s,3,1.0,1.0,1.0
Bad:,1,,,1.0
damns,1,,1.0,
obscurity.,1,,1.0,
Lemme,1,,,1.0
ummmm,1,1.0,,
BRITNEY,1,1.0,,
Seasons,1,,1.0,
expansions,1,,1.0,
Definition,1,1.0,,
senioritis:,1,1.0,,
chem,4,4.0,,
II,4,1.0,,3.0
calculus.,1,1.0,,
slackin,1,1.0,,
"feelings,",2,1.0,1.0,
other.,4,,2.0,2.0
dude..,1,1.0,,
CHILLAXIN,1,1.0,,
WORK...MAN,1,1.0,,
SCREWED,1,1.0,,
Pitman`s,1,1.0,,
South.,2,2.0,,
killen,2,2.0,,
..Mum?,1,,1.0,
Strike,1,1.0,,
(Three,1,1.0,,
out.),1,1.0,,
non-media,2,,,2.0
jobs.,2,,1.0,1.0
anything???,1,,,1.0
Sasha`s,1,,,1.0
HAHAH,1,,1.0,
aweesome,1,,1.0,
anit,1,,,1.0
z,2,,1.0,1.0
heat...,3,2.0,1.0,
this...,3,2.0,,1.0
that...gonna,1,,1.0,
re-tell,1,,1.0,
"blankets,",1,,,1.0
"rush,",1,,,1.0
"knows,",1,,,1.0
find...,1,,,1.0
*gasp*,1,,,1.0
DINNER,1,,,1.0
FRIDGE!,1,,,1.0
2D,1,,,1.0
Nishiki,1,,,1.0
Sushi!,1,,,1.0
pushed,5,3.0,,2.0
nap.,9,5.0,2.0,2.0
disappointed..mahirap,1,1.0,,
talaga,3,1.0,1.0,1.0
mag-supervise,1,1.0,,
tao..,1,1.0,,
http://plurk.com/p/wxqwa,1,1.0,,
_hearts,1,,,1.0
"hey,got",1,,,1.0
cannae,1,,,1.0
"hen,",1,,,1.0
nae,1,,,1.0
livi,1,,,1.0
xxxx,7,,4.0,3.0
http://twitpic.com/67iab,1,,,1.0
Rounding,1,,,1.0
bases,1,,,1.0
relays.,1,,,1.0
Bastos!,1,,1.0,
mabaho,1,,1.0,
"leg,",1,,1.0,
celebrate?,1,,1.0,
stellar!,1,,1.0,
Holidays,3,2.0,,1.0
Stil...,1,1.0,,
HAHAHAHA...yeah,1,1.0,,
kneeling,1,1.0,,
out...JOKING,1,1.0,,
Florida.,1,,,1.0
Mowing,1,,,1.0
advise,1,,1.0,
cinema.,2,,2.0,
dumb.,2,2.0,,
ben,5,2.0,1.0,2.0
while...,1,1.0,,
hup,1,1.0,,
`bing`,1,,,1.0
evening:,1,,,1.0
"shirts,",1,,,1.0
Saturday:,1,,,1.0
Funeral,3,2.0,,1.0
Atlanta,1,,,1.0
JoCo,1,,,1.0
Pa,1,,,1.0
St!!!,1,,,1.0
P&S,1,,,1.0
D*Con,1,,,1.0
owl.,1,,,1.0
'Follow,1,,,1.0
Friday',1,,,1.0
Afternoon,2,,2.0,
yippie!,1,,1.0,
surviving,3,,2.0,1.0
'good',1,,1.0,
system..,1,,1.0,
trails,2,,2.0,
*fretful,1,,,1.0
look*,1,,,1.0
mumbling,1,,,1.0
muffled,1,,,1.0
Lactose'.,1,,,1.0
progressive,1,,,1.0
mojitos,1,1.0,,
http://myloc.me/20DD,1,1.0,,
quid,1,1.0,,
holidays:,1,1.0,,
pets.,1,1.0,,
Cats,1,1.0,,
tgthr,1,1.0,,
'cat,1,1.0,,
resort',1,1.0,,
Jonesy,1,1.0,,
dad-in-law,1,1.0,,
paradise,1,1.0,,
catchers,1,1.0,,
abandoned,4,3.0,,1.0
nest....,1,1.0,,
Payment.,1,,1.0,
Aussie,4,,2.0,2.0
spaceship,1,1.0,,
stranded,3,2.0,,1.0
highway.,2,2.0,,
naa,1,,,1.0
nm,2,,1.0,1.0
boooooooo,1,1.0,,
Palm,4,1.0,,3.0
"Springs,",1,1.0,,
http://loopt.us/2SljBw.t,1,1.0,,
_kat,2,1.0,,1.0
begged,1,1.0,,
lt,2,2.0,,
attic..,1,1.0,,
Waaa...,1,1.0,,
spoilt!,1,1.0,,
hehe!,2,1.0,,1.0
wink,3,1.0,1.0,1.0
downhill,1,1.0,,
Labor,1,1.0,,
Forum`s,1,1.0,,
shoutbox.,1,1.0,,
Overheat,1,1.0,,
campaign!,1,1.0,,
skirts!!!,1,1.0,,
newt,1,1.0,,
freezer!,1,1.0,,
aweful,2,1.0,,1.0
programmer,2,1.0,,1.0
FRC,1,,1.0,
Pcola,1,,1.0,
piggies.,1,,,1.0
hmpf.,1,,,1.0
pls.,1,,,1.0
:hugs!:,1,,,1.0
bones,3,2.0,,1.0
topping,1,,,1.0
reruns,1,,,1.0
kisses).,1,1.0,,
Hols,1,1.0,,
skool.,1,1.0,,
yup,9,3.0,3.0,3.0
Smackdown,1,1.0,,
Maria.,1,1.0,,
confsuing,1,1.0,,
ha!The,1,1.0,,
potential,6,2.0,1.0,3.0
"fingers,",1,1.0,,
PO,1,1.0,,
"Tinyï¿½s,",1,,1.0,
daft,3,,2.0,1.0
grin,2,,2.0,
face....,1,,1.0,
10mins,2,2.0,,
mkting,1,,1.0,
tool.,1,,1.0,
thennn,1,,,1.0
_WSt,1,1.0,,
wheater,1,1.0,,
Austria,1,1.0,,
Sorry!,5,4.0,,1.0
GAH!,2,,1.0,1.0
AWESOME!!!,1,,1.0,
_47,1,,1.0,
mangoes..,1,,,1.0
baka,3,1.0,1.0,1.0
naglilihi,1,,,1.0
ka,2,,1.0,1.0
ahh??,1,,,1.0
carmen,1,,,1.0
MOMMYS,1,,1.0,
EXSPECIALLY,1,,1.0,
MINE,1,,1.0,
MOMMY,2,,2.0,
MILEEY,1,,,1.0
HOW,5,1.0,3.0,1.0
VOE,1,,,1.0
MV,1,,,1.0
AWARDS,2,1.0,,1.0
tafe,2,,1.0,1.0
blast.,3,,3.0,
tabletop,1,,,1.0
gaming,2,,,2.0
programming,1,,,1.0
troubleshooting,2,,,2.0
control.,1,,,1.0
Clusters,1,,,1.0
availability.,1,,,1.0
growing.,1,1.0,,
ooow,1,1.0,,
"painful,",1,1.0,,
mowing,3,1.0,2.0,
teenagers.,1,1.0,,
mow.,1,1.0,,
day...and,5,1.0,4.0,
voices?,1,,,1.0
unavailable!,1,,,1.0
tribes,1,1.0,,
extinct,1,1.0,,
Mc,2,1.0,,1.0
Donalds!!!,1,1.0,,
Transformers,2,,,2.0
meka,1,,,1.0
SAAAAAAID!!',1,1.0,,
http://bit.ly/uJUA3,1,1.0,,
hateeee,1,1.0,,
nuts!,1,1.0,,
Tut,1,1.0,,
jackass,2,,1.0,1.0
http://twitpic.com/4wlgi,1,,,1.0
Changing,4,,,4.0
"work,.",1,,,1.0
opportunity,4,2.0,1.0,1.0
chirping.,1,,1.0,
playcount,1,,1.0,
143,2,1.0,1.0,
Hasta,1,,1.0,
Siempre,1,,1.0,
best?,1,,1.0,
_Deen,1,,1.0,
"recipe,",1,,1.0,
farm.,1,,1.0,
goats,1,,1.0,
Katnip,1,,1.0,
saddle,1,,1.0,
shudder,1,,,1.0
she`d,3,,,3.0
reclaim,1,,,1.0
prices,2,2.0,,
tipping,1,1.0,,
less.,2,1.0,,1.0
burned-fried,1,1.0,,
attached,3,3.0,,
clothing,3,2.0,,1.0
www.Chittypulga.com,1,1.0,,
michells!,1,1.0,,
wtaching,1,1.0,,
recruits?,1,1.0,,
Rose,6,1.0,2.0,3.0
Romance,2,,,2.0
"Thursday,",1,,,1.0
BPs,1,,,1.0
there....,2,,2.0,
Michigan!,1,,1.0,
wakeful,1,,1.0,
overlap.,1,,1.0,
"Ooooh,",3,2.0,1.0,
MP3,1,,1.0,
player...we`ll,1,,1.0,
13:00,1,,1.0,
kickoff.,1,,1.0,
cars,8,4.0,2.0,2.0
preview,7,2.0,1.0,4.0
opens,2,1.0,,1.0
Noon,1,1.0,,
P.J`s,1,,,1.0
moveable,1,,,1.0
Austin,3,2.0,1.0,
Taura,1,,1.0,
Hanafiah,1,,1.0,
morreee!,1,,1.0,
Shoott!!!,1,,1.0,
print,4,,2.0,2.0
marbled,1,,1.0,
_eliza,1,1.0,,
8D,2,1.0,,1.0
reread,1,1.0,,
lotr,1,1.0,,
"trilogy,",1,1.0,,
sneezed,2,2.0,,
succession.,1,1.0,,
"four,",1,1.0,,
record.,1,1.0,,
coach,6,4.0,1.0,1.0
whos,2,1.0,,1.0
o_O,4,,4.0,
"Dang,",2,1.0,1.0,
iHave,1,,1.0,
w/those,1,,1.0,
Annas,1,,,1.0
visit...,1,,,1.0
resist,3,,1.0,2.0
colored,1,,,1.0
in?,7,1.0,,6.0
in-laws,2,,1.0,1.0
honesty,2,1.0,1.0,
discontinued,1,1.0,,
abuse,1,1.0,,
"hehe,",1,1.0,,
dalï¿½ï¿½,1,1.0,,
facebookovï¿½,1,1.0,,
aplikace,1,1.0,,
na,10,4.0,1.0,5.0
hovno,1,1.0,,
Bass`,1,1.0,,
Palace,2,1.0,1.0,
Hotel.,1,1.0,,
http://twitpic.com/67nht,1,1.0,,
productive:,1,,,1.0
now....lots,1,,,1.0
anxious,3,3.0,,
Korea..,1,,1.0,
senior`s,1,,,1.0
kairos,1,,,1.0
"steak,",1,,,1.0
spicy,3,,,3.0
mango,5,1.0,2.0,2.0
"sausages,",1,,,1.0
"wings,",1,,,1.0
grilled,2,,,2.0
"vegi,",1,,,1.0
corn!,1,,,1.0
covered!,1,1.0,,
Mine`s,2,1.0,,1.0
enlargement,1,1.0,,
yearrrr!!!,1,1.0,,
graduation?,2,1.0,,1.0
Fugees,1,,,1.0
"ringing,",1,,,1.0
asbos,1,,,1.0
"comeback,",1,,1.0,
tuned!,1,,1.0,
fellows,2,,1.0,1.0
ep.,1,,,1.0
School,5,2.0,1.0,2.0
Over!!!,1,1.0,,
"sometimes,",3,1.0,1.0,1.0
so....,1,,,1.0
ac,4,3.0,1.0,
upstairs,2,2.0,,
heat.,3,2.0,,1.0
working...oh,1,,,1.0
wait..it`s,1,,,1.0
Iplayer,1,,,1.0
didntb,1,,,1.0
4get,1,,,1.0
Thomas!,1,,,1.0
U),1,,,1.0
corrections,1,,,1.0
officer,2,,,2.0
crunch,3,2.0,,1.0
Eww,3,2.0,,1.0
smiled,1,,,1.0
company..me,1,,,1.0
army?,1,,,1.0
assumptions,2,1.0,,1.0
Harlem,1,1.0,,
YES.,4,2.0,1.0,1.0
conditions!,1,,,1.0
clever,5,1.0,4.0,
Installed,1,1.0,,
fonts,4,1.0,1.0,2.0
"safari,",1,1.0,,
stick!,1,1.0,,
solutions,1,1.0,,
#badmicrosoft,1,1.0,,
test!,6,1.0,1.0,4.0
drive!...oh,1,,,1.0
wealthy,1,,1.0,
recommended,4,,3.0,1.0
Sarrah,1,,1.0,
precisely.,1,,1.0,
http://twitter.pbworks.com/Hashtags,1,,1.0,
explains,2,,2.0,
"Eclipse,",1,,,1.0
200-and-some-60,1,,,1.0
havnt,5,1.0,2.0,2.0
answerd,1,,,1.0
compromise.,1,,1.0,
chattin,2,,1.0,1.0
her.....,1,,,1.0
gud,11,1.0,5.0,5.0
everything....,1,,,1.0
fair????,1,,,1.0
neighbourss.,1,,,1.0
nearest,2,1.0,,1.0
bridge,3,2.0,,1.0
Amsterdam!,1,,1.0,
plurking.,1,1.0,,
http://plurk.com/p/wxion,1,1.0,,
danny,3,,2.0,1.0
Annnnnnddd,1,,,1.0
bites,2,,,2.0
dust,3,1.0,,2.0
soufflï¿½,1,,1.0,
favs.,1,,1.0,
amy,3,,2.0,1.0
montanna,1,,,1.0
movie!!!,2,,1.0,1.0
backk.,1,,,1.0
cardboard,2,1.0,,1.0
"1,000",1,,,1.0
you`s...,1,,,1.0
COLD,1,,,1.0
5:45.,1,,,1.0
"bladder,",1,,,1.0
_da_****,1,1.0,,
ï¿½-net,1,1.0,,
areas,1,,,1.0
Ditto,1,,,1.0
friend...BORED!,1,,,1.0
by`all,1,,,1.0
cider,3,3.0,,
deadline.,1,1.0,,
www.havealovelytime.com?,1,1.0,,
f1....,1,,,1.0
disaterous,1,,,1.0
ferrari,1,,,1.0
keen.,1,,1.0,
WE`RE,1,,1.0,
SKIING,1,,1.0,
TREBLE,1,,1.0,
CONE,1,,1.0,
SOMETIME,1,,1.0,
WINTER,1,,1.0,
location,6,,1.0,5.0
handy??,1,,,1.0
_fr,1,,,1.0
restaurant,6,2.0,,4.0
Square,6,3.0,,3.0
reads,2,,,2.0
'Digestif.',1,,,1.0
kool,1,,1.0,
paged,1,,1.0,
new!!!!!,1,,,1.0
http://twitpic.com/4w52z,2,1.0,,1.0
boys.,2,,,2.0
filled,11,1.0,3.0,7.0
funeral,5,3.0,1.0,1.0
Joy.,1,,1.0,
_blache,1,,,1.0
Doze,1,,,1.0
BT,2,,1.0,1.0
Mel`s,1,,1.0,
amhzz...,1,1.0,,
invite?,1,1.0,,
midday,3,,,3.0
"half,",1,,,1.0
balmain,1,1.0,,
knockoffs,1,1.0,,
bebe,1,1.0,,
sad.....I,1,1.0,,
deal...these,1,1.0,,
cheapy,1,1.0,,
cheapy.,1,1.0,,
hon,2,2.0,,
you:,1,,,1.0
FYI.,2,,,2.0
juhs,1,,,1.0
ta,3,1.0,1.0,1.0
three-day,1,,,1.0
"Trek,",1,,,1.0
opted,2,,,2.0
Garley...,1,,1.0,
brunch,3,,3.0,
shower.,7,,1.0,6.0
Wooops!,1,,1.0,
Boomstone..trying,1,,1.0,
"both,",2,,1.0,1.0
TTY,1,,1.0,
anyway!!,1,1.0,,
#Sigjeans,1,1.0,,
moves,4,3.0,1.0,
Currently,4,2.0,2.0,
st.,1,1.0,,
Sadness.,1,1.0,,
http://twitpic.com/4ja12,1,1.0,,
kirsty`s,1,,,1.0
psn?,1,,,1.0
;Sports,1,,,1.0
three-legged,1,,,1.0
Pettigrew,1,,,1.0
offically,3,2.0,1.0,
way!!!,1,1.0,,
albeit,1,,1.0,
controlling,1,,1.0,
son`s,2,,1.0,1.0
bayou,1,,1.0,
judgemental.,1,,1.0,
magically,1,,,1.0
awe...,1,,,1.0
sigh...LOL,1,,,1.0
_Duckett,1,,1.0,
"festivals...well,",1,,1.0,
fests,1,,1.0,
Jayne,1,1.0,,
exciting.,3,1.0,2.0,
awww...on,1,,1.0,
toooo!,1,,1.0,
tonight;,2,1.0,,1.0
ANYTHING,3,1.0,,2.0
Lancaster?,1,1.0,,
Baltimore,3,1.0,,2.0
varsity,2,,1.0,1.0
fanclub,2,,1.0,1.0
Smores,1,,1.0,
jacuzzi,1,,1.0,
equals,4,,3.0,1.0
Ouchies.,1,1.0,,
Anna...,1,,1.0,
invest,2,1.0,1.0,
elliptical,1,1.0,,
machine...,2,1.0,,1.0
Running,8,3.0,1.0,4.0
splints,1,1.0,,
sharing.,1,,1.0,
odd,9,3.0,3.0,3.0
dere,1,1.0,,
Subway=yum!,1,,1.0,
rehearse...starving!!!,1,1.0,,
Outz,1,,1.0,
meal.,1,,1.0,
Mommys,1,,1.0,
Morning...hoping,1,,,1.0
week;,1,,1.0,
htown,2,,1.0,1.0
devel,1,,1.0,
curried,1,,1.0,
mussels,1,,1.0,
octopus,1,,1.0,
'today,1,,1.0,
'to-do,1,,1.0,
fragrances,1,,1.0,
SOO,4,,4.0,
IN!,1,,1.0,
chamomile--the,1,,1.0,
scents..,1,,1.0,
it...looks,1,,,1.0
retro!,1,,,1.0
rerecordings...fans,1,,,1.0
Given,1,,,1.0
Change.,1,,,1.0
CS,2,1.0,,1.0
Fans!,1,,,1.0
MORNING!!,1,,1.0,
sad...found,1,1.0,,
otu,1,1.0,,
done.....,1,,1.0,
www.HennesseyBlack.com,1,,1.0,
"eating,",2,1.0,,1.0
channels.,1,,,1.0
sits,4,3.0,1.0,
eat...poor,1,1.0,,
hilly,1,1.0,,
#iusedtobescaredof,1,1.0,,
Who`ve,1,,,1.0
jerk-,1,1.0,,
"wonderful,",3,,1.0,2.0
Aww..,1,1.0,,
_e,1,,,1.0
#prism,1,1.0,,
microwave,3,1.0,1.0,1.0
http://mypict.me/FLC,1,,,1.0
dreaming,7,2.0,1.0,4.0
love.......,1,,1.0,
alright.,3,,2.0,1.0
tennessee,4,2.0,,2.0
_I,1,,1.0,
Yao!,1,,1.0,
JerseyZ,1,,1.0,
pimp,1,,,1.0
i-i,1,,,1.0
just-just,1,,,1.0
are-are-are,1,,,1.0
david,7,1.0,2.0,4.0
cook`s,1,,,1.0
rip.,1,,,1.0
Ahhhhh,3,,1.0,2.0
biology,4,2.0,,2.0
DIE,1,1.0,,
anthem,1,,,1.0
now....,7,3.0,,4.0
http://blip.fm/~79fcr,1,,,1.0
AWW!,1,,1.0,
honey..,1,,1.0,
Didja,1,,1.0,
'Camera,1,,,1.0
Cafe:,1,,,1.0
misog..',1,,,1.0
AS,2,1.0,1.0,
HELL,2,1.0,1.0,
"(,",1,,1.0,
say...GET,1,,,1.0
READY,1,,,1.0
COUPLE,1,,,1.0
EPISODES!,1,,,1.0
Magix,1,,1.0,
cool!!...,1,,1.0,
rhythm!!!,1,,1.0,
News.,1,1.0,,
happen?,4,3.0,,1.0
Yessum.,1,,,1.0
"Oct,",1,,,1.0
rates,2,1.0,,1.0
homeee!,1,1.0,,
clownin,1,,,1.0
flooded,1,,,1.0
april.,1,,,1.0
repaired,1,,,1.0
YUCK,1,1.0,,
hectic!,1,1.0,,
raw,3,2.0,1.0,
sun=rash,1,1.0,,
ROTR!!,1,,1.0,
Adelitas,1,,1.0,
Invincible,1,,1.0,
http://blip.fm/~5ynxr,1,,1.0,
headaches,8,5.0,1.0,2.0
"anyways,",5,,3.0,2.0
nat,2,,,2.0
hundred,3,1.0,,2.0
http://www.the-impossible-project.com/,1,,1.0,
belt,1,1.0,,
no-go,1,1.0,,
back..Sorry,1,1.0,,
Stop,5,5.0,,
"ring,",2,1.0,1.0,
sand,2,1.0,1.0,
shore!!!,1,,1.0,
early...,2,,1.0,1.0
BDAY,1,,1.0,
BOO,2,,1.0,1.0
BEAR!,1,,1.0,
100.8,1,1.0,,
well...gotta,1,1.0,,
school...gawd,1,1.0,,
multi-taskin`,1,1.0,,
night/mornin`,1,1.0,,
"errbody,",1,,1.0,
http://mscaseycarter.blogspot.com.,1,,1.0,
bunch.,1,,1.0,
Njoying,1,,1.0,
plce,2,,1.0,1.0
joomla,1,,1.0,
CVS,1,1.0,,
genetic,1,1.0,,
brand?Poor,1,1.0,,
"you,my",1,1.0,,
allergies..no,1,1.0,,
bleh!,2,1.0,,1.0
pictures...,2,,1.0,1.0
drama...,1,,,1.0
om.....!,1,,,1.0
Yooooooo!?,1,,,1.0
mates?!,1,,,1.0
_nk,1,1.0,,
Wouldn`t,1,1.0,,
dangerous.,1,1.0,,
Reckon,1,1.0,,
fits,4,2.0,2.0,
category,4,1.0,1.0,2.0
So...woke,1,1.0,,
work.....boo,1,1.0,,
Resco,1,1.0,,
MobileForms,1,1.0,,
Toolkit,1,1.0,,
sample.,1,1.0,,
Trial,1,1.0,,
ruin,6,3.0,2.0,1.0
"bugs,",1,1.0,,
impression.,1,1.0,,
Keve,1,,1.0,
quiet.,2,,2.0,
"usual,",3,1.0,1.0,1.0
warn,4,2.0,1.0,1.0
over-tweet,1,1.0,,
#canucks,4,2.0,1.0,1.0
games.,4,2.0,1.0,1.0
Sunday.....,1,1.0,,
_ahoy,1,,,1.0
winter,11,2.0,3.0,6.0
cheese.,4,2.0,1.0,1.0
toast.,3,1.0,1.0,1.0
thnks,3,1.0,2.0,
Listing,1,1.0,,
girls!!,1,,1.0,
play!,1,1.0,,
Fiddle,1,1.0,,
Faddle,1,1.0,,
workload!,1,1.0,,
"GUMBO,",1,1.0,,
tommorrow,1,1.0,,
8:30.,1,1.0,,
GUMBO,1,1.0,,
broke.,4,3.0,1.0,
"retweets,",1,,,1.0
least!,2,,1.0,1.0
heyyy,4,,3.0,1.0
fitness,3,2.0,,1.0
regime,1,,,1.0
hehehehe,3,,1.0,2.0
mom...,1,1.0,,
ENTIRE,2,1.0,1.0,
flooded.,1,1.0,,
"furniture,",2,2.0,,
"curtains,",1,1.0,,
rugs....,1,1.0,,
Soaked,2,1.0,,1.0
Aka,1,1.0,,
carlys,1,1.0,,
4am,5,4.0,1.0,
Looooong,1,1.0,,
smug,1,,1.0,
whistle-blower.,1,,1.0,
9-11,1,,1.0,
denial,4,1.0,2.0,1.0
spectacular,1,,1.0,
belay,1,1.0,,
"swimsuit,",1,1.0,,
tub,1,1.0,,
6-mo,1,1.0,,
bromeliad.,1,1.0,,
plant..,1,1.0,,
Drace,1,1.0,,
tumor,1,1.0,,
Jeffery.,1,1.0,,
BBQ`s,1,,,1.0
bonus.,1,,,1.0
06:30,1,,,1.0
ideal,1,1.0,,
conditions..,1,1.0,,
_stiller,1,,,1.0
DO.,1,,,1.0
pero,3,1.0,,2.0
tengo,1,,,1.0
dinero.,1,,,1.0
show..,1,,,1.0
Ack!,1,,,1.0
please..do,1,,,1.0
thang!,1,,,1.0
times?,1,1.0,,
Cheifs,1,,1.0,
`Canes,1,,1.0,
16-8!,1,,1.0,
Wooo!,1,,1.0,
Sky,4,,2.0,2.0
Sport,2,,2.0,
Rugby,1,,1.0,
points.,2,,1.0,1.0
togethers,1,1.0,,
quiet!!,1,1.0,,
_Kel_17,1,1.0,,
ehh,1,1.0,,
carnt,2,1.0,1.0,
artery,1,,,1.0
Hagen,1,,,1.0
Daz,1,,,1.0
low..,1,1.0,,
Station..,1,1.0,,
Marc,1,,,1.0
Izzy,1,,,1.0
woot!,4,,1.0,3.0
_dog,1,,1.0,
puddles,1,,1.0,
alives....,1,,,1.0
highness,1,,,1.0
feeling....,1,,,1.0
feelings....,1,,,1.0
Talking,4,,,4.0
exhusband,1,,,1.0
http://twitpic.com/66vld,1,1.0,,
bangs!,1,1.0,,
Murphy`s,1,1.0,,
Law?,1,1.0,,
http://tinyurl.com/km235x,1,1.0,,
cramps;,1,1.0,,
"toast,",1,1.0,,
wi,1,1.0,,
minus,5,1.0,1.0,3.0
Crawling,3,,1.0,2.0
thumbnail,1,1.0,,
TweetDeck?,1,1.0,,
goodnight...,1,1.0,,
frequently,1,,,1.0
Maatt,1,,1.0,
spoken,4,,3.0,1.0
dudeee,1,,1.0,
lool.,1,,1.0,
suffering,7,7.0,,
"hayfever,",1,1.0,,
drowsy,2,1.0,,1.0
"Piriton,",1,1.0,,
purifier,1,1.0,,
YORK,2,,,2.0
DOLLS,1,,,1.0
NIGHT,3,,1.0,2.0
DEPOT,1,,,1.0
CANCELLED,1,,,1.0
REFUNDS,1,,,1.0
AVAILABLE,2,1.0,,1.0
POINT,1,,,1.0
PURCHASE.,1,,,1.0
reporting,1,,,1.0
directly,4,1.0,1.0,2.0
Hayward...,1,,,1.0
"1,116",1,,,1.0
tattoo.,2,,1.0,1.0
grandma!,1,,1.0,
swing...Still,1,1.0,,
tired...Coffee,1,1.0,,
plugged,2,1.0,,1.0
Flashpoints,1,1.0,,
http//:www.kpfa.org,1,1.0,,
segment,2,1.0,,1.0
Chevron,1,1.0,,
_cunning,1,,1.0,
scan.,1,,1.0,
mimi`s,1,,,1.0
3:30am,2,1.0,,1.0
uff,1,,,1.0
night....,3,1.0,,2.0
Audun`s,1,,,1.0
'Healthy,1,,1.0,
Lifeestyle',1,,1.0,
Diet!,1,,1.0,
progress.,1,,1.0,
munching!,1,,,1.0
"low,",2,,,2.0
him).,1,,,1.0
"pal,",1,1.0,,
"witless,",1,1.0,,
wanna`,1,1.0,,
somewhere!,1,1.0,,
Sent,4,,2.0,2.0
Twitterville,3,,1.0,2.0
1.2,2,,1.0,1.0
screenshots,1,,,1.0
FOOOOOD,1,,1.0,
IDK....I`m,1,1.0,,
Quickest,1,,,1.0
currently:,1,,,1.0
pretend,6,1.0,3.0,2.0
sneeze,2,1.0,,1.0
loudly,2,,,2.0
3/4,1,,,1.0
niko,2,,2.0,
vermont,1,,1.0,
hollywood,1,,1.0,
Tennille!,1,,1.0,
Jack,4,1.0,1.0,2.0
West,1,,1.0,
Hill,2,,2.0,
suggestion,2,,1.0,1.0
"twitpic,",2,1.0,1.0,
diploma..Congrats.,1,,1.0,
overjoyed.,1,,1.0,
bed..NITE,1,,1.0,
bed...,7,1.0,4.0,2.0
"Darn,",2,1.0,,1.0
slipped,1,,,1.0
_Bizzle,1,,,1.0
gb,1,1.0,,
"Tuesday,",2,,,2.0
1.5,6,1.0,2.0,3.0
crack...--Here`s,1,,,1.0
?----,1,,,1.0
bit--It`s,1,,,1.0
"legs,",2,1.0,,1.0
crate,1,1.0,,
Dolce!!!!,1,1.0,,
tto,2,1.0,,1.0
SNL..Kim...you,1,,1.0,
mentioned,7,2.0,4.0,1.0
tonight..Justin,1,,1.0,
Charlie......I,1,,,1.0
GIRLFRIEND!,1,,,1.0
SiC,1,,,1.0
attendances,1,,,1.0
Brooklyn!!!,1,1.0,,
hard!!!,1,1.0,,
Hajji`s...yea,1,1.0,,
http://tinyurl.com/codla7,1,1.0,,
http://ti..,1,1.0,,
http://tinyurl.com/cr8hjs,1,1.0,,
uninhabital,1,1.0,,
swept,1,1.0,,
mopped,1,1.0,,
tops,3,1.0,1.0,1.0
blackberry.,1,,,1.0
roadtrips!,1,1.0,,
$50,1,,1.0,
coupon,2,1.0,1.0,
obsessed,5,1.0,3.0,1.0
sinking,3,2.0,,1.0
up.....bracing,1,1.0,,
comedown,1,1.0,,
pharmacy,1,1.0,,
>=[,1,1.0,,
sighhh.,1,1.0,,
benadryl...long,1,,1.0,
day...stay,1,,1.0,
twitterbugs...goodnight!,1,,1.0,
#FF,4,2.0,1.0,1.0
Feline,1,,,1.0
Caturday,1,,,1.0
flowers...,1,1.0,,
CONGRATS,3,,2.0,1.0
KNEW,2,,2.0,
princess,5,1.0,3.0,1.0
win!!!,1,,1.0,
#sigjeans,3,,2.0,1.0
decleration,1,1.0,,
Koreans,1,1.0,,
war,3,2.0,,1.0
Twins.,1,,,1.0
:-bd,1,,,1.0
Wtf?!,1,1.0,,
Ohhhhh,3,1.0,2.0,
Barcalona.,1,,1.0,
poems.,1,,,1.0
'nothing,1,,,1.0
matters',1,,,1.0
fishies,3,3.0,,
bar!,1,1.0,,
Booo,1,1.0,,
e1,1,1.0,,
palomino`s!,1,1.0,,
boston,2,,1.0,1.0
interviews.,1,1.0,,
