,all,neg,pos,neu
po,2,1.0,,1.0
daft,4,,2.0,2.0
10mins,2,2.0,,
mkting,1,,1.0,
thennn,1,,,1.0
_wst,1,1.0,,
wheater,1,1.0,,
austria,2,1.0,1.0,
_47,1,,1.0,
mangoes,1,,,1.0
baka,3,1.0,1.0,1.0
naglilihi,1,,,1.0
ka,3,1.0,1.0,1.0
carmen,2,,,2.0
exspecially,1,,1.0,
mileey,1,,,1.0
voe,1,,,1.0
mv,2,,1.0,1.0
tafe,3,,1.0,2.0
tabletop,1,,,1.0
gaming,4,2.0,,2.0
programming,1,,,1.0
troubleshooting,2,,,2.0
clusters,1,,,1.0
availability,1,,,1.0
ooow,1,1.0,,
unavailable,2,1.0,,1.0
tribes,1,1.0,,
extinct,1,1.0,,
mc,7,2.0,2.0,3.0
donalds,1,1.0,,
transformers,3,,1.0,2.0
meka,1,,,1.0
saaaaaaid,1,1.0,,
ujua3,1,1.0,,
hateeee,1,1.0,,
tut,3,1.0,2.0,
jackass,4,,2.0,2.0
4wlgi,1,,,1.0
opportunity,4,2.0,1.0,1.0
playcount,1,,1.0,
hasta,1,,1.0,
siempre,1,,1.0,
_deen,1,,1.0,
goats,1,,1.0,
katnip,1,,1.0,
saddle,1,,1.0,
shudder,2,,,2.0
reclaim,1,,,1.0
tipping,2,1.0,,1.0
attached,3,3.0,,
clothing,3,2.0,,1.0
chittypulga,1,1.0,,
michells,1,1.0,,
wtaching,1,1.0,,
recruits,1,1.0,,
rose,8,2.0,3.0,3.0
bps,1,,,1.0
michigan,7,3.0,1.0,3.0
wakeful,1,,1.0,
overlap,1,,1.0,
kickoff,1,,1.0,
opens,2,1.0,,1.0
js,5,,2.0,3.0
moveable,1,,,1.0
taura,1,,1.0,
hanafiah,1,,1.0,
morreee,1,,1.0,
shoott,1,,1.0,
marbled,1,,1.0,
_eliza,1,1.0,,
reread,1,1.0,,
lotr,3,2.0,1.0,
sneezed,2,2.0,,
succession,1,1.0,,
coach,10,4.0,2.0,4.0
whos,3,1.0,1.0,1.0
o_o,6,,5.0,1.0
ihave,2,1.0,1.0,
annas,2,,,2.0
colored,1,,,1.0
honesty,3,1.0,1.0,1.0
discontinued,1,1.0,,
abuse,1,1.0,,
dal,2,1.0,,1.0
facebookov,1,1.0,,
aplikace,1,1.0,,
hovno,1,1.0,,
palace,2,1.0,1.0,
67nht,1,1.0,,
anxious,4,3.0,,1.0
kairos,1,,,1.0
spicy,4,1.0,,3.0
mango,6,1.0,3.0,2.0
sausages,2,,,2.0
vegi,1,,,1.0
enlargement,1,1.0,,
yearrrr,1,1.0,,
fugees,1,,,1.0
ringing,1,,,1.0
asbos,1,,,1.0
eback,2,,1.0,1.0
fellows,2,,1.0,1.0
upstairs,2,2.0,,
iplayer,3,,2.0,1.0
didntb,1,,,1.0
4get,1,,,1.0
corrections,1,,,1.0
officer,2,,,2.0
crunch,4,3.0,,1.0
smiled,1,,,1.0
assumptions,2,1.0,,1.0
harlem,3,2.0,,1.0
conditions,4,1.0,1.0,2.0
fonts,4,1.0,1.0,2.0
solutions,1,1.0,,
badmicrosoft,1,1.0,,
wealthy,2,,1.0,1.0
remended,5,,3.0,2.0
sarrah,1,,1.0,
precisely,1,,1.0,
pbworks,1,,1.0,
hashtags,1,,1.0,
explains,2,,2.0,
answerd,1,,,1.0
chattin,2,,1.0,1.0
neighbourss,1,,,1.0
nearest,2,1.0,,1.0
plurking,1,1.0,,
wxion,1,1.0,,
annnnnnddd,1,,,1.0
souffl,1,,1.0,
montanna,2,,,2.0
cardboard,2,1.0,,1.0
yous,4,1.0,2.0,1.0
bladder,1,,,1.0
_da_,1,1.0,,
areas,1,,,1.0
ditto,1,,,1.0
byou,1,,,1.0
cider,3,3.0,,
havealovelytime,1,1.0,,
disaterous,1,,,1.0
ferrari,1,,,1.0
skiing,1,,1.0,
treble,1,,1.0,
winter,18,3.0,6.0,9.0
location,9,,2.0,7.0
_fr,1,,,1.0
digestif,1,,,1.0
paged,1,,1.0,
4w52z,2,1.0,,1.0
filled,12,2.0,3.0,7.0
_blache,1,,,1.0
doze,1,,,1.0
mels,2,,2.0,
amhzz,1,1.0,,
balmain,1,1.0,,
knockoffs,1,1.0,,
bebe,3,3.0,,
cheapy,2,2.0,,
juhs,1,,,1.0
opted,2,,,2.0
garley,1,,1.0,
brunch,7,1.0,5.0,1.0
wooops,1,,1.0,
boomstone,1,,1.0,
tty,2,,1.0,1.0
sigjeans,4,1.0,2.0,1.0
4ja12,1,1.0,,
kirstys,1,,,1.0
psn,2,,,2.0
legged,1,,,1.0
pettigrew,1,,,1.0
offically,3,2.0,1.0,
albeit,2,,2.0,
controlling,1,,1.0,
bayou,1,,1.0,
judgemental,1,,1.0,
magically,1,,,1.0
_duckett,1,,1.0,
festivals,2,,1.0,1.0
fests,1,,1.0,
jayne,1,1.0,,
toooo,8,1.0,5.0,2.0
lancaster,2,2.0,,
baltimore,4,1.0,,3.0
varsity,3,,1.0,2.0
fanclub,3,,1.0,2.0
smores,1,,1.0,
jacuzzi,1,,1.0,
equals,4,,3.0,1.0
invest,2,1.0,1.0,
elliptical,1,1.0,,
splints,1,1.0,,
dere,1,1.0,,
rehearse,1,1.0,,
outz,1,,1.0,
htown,2,,1.0,1.0
devel,1,,1.0,
curried,1,,1.0,
mussels,1,,1.0,
octopus,2,,1.0,1.0
fragrances,1,,1.0,
chamomile,1,,1.0,
scents,2,,2.0,
retro,3,,,3.0
rerecordings,1,,,1.0
otu,1,1.0,,
hennesseyblack,1,,1.0,
sits,4,3.0,1.0,
hilly,1,1.0,,
iusedtobescaredof,1,1.0,,
prism,3,1.0,,2.0
microwave,3,1.0,1.0,1.0
mypict,4,,1.0,3.0
flc,1,,,1.0
dreaming,9,4.0,1.0,4.0
_i,1,,1.0,
yao,3,2.0,1.0,
jerseyz,1,,1.0,
biology,7,2.0,,5.0
anthem,1,,,1.0
79fcr,1,,,1.0
didja,1,,1.0,
misog,1,,,1.0
magix,1,,1.0,
rhythm,1,,1.0,
yessum,1,,,1.0
rates,4,1.0,1.0,2.0
homeee,1,1.0,,
clownin,1,,,1.0
flooded,2,1.0,,1.0
repaired,2,,,2.0
yuck,4,3.0,,1.0
raw,4,3.0,1.0,
rash,3,3.0,,
rotr,1,,1.0,
adelitas,1,,1.0,
invincible,1,,1.0,
5ynxr,1,,1.0,
nat,5,1.0,1.0,3.0
hundred,3,1.0,,2.0
belt,2,1.0,1.0,
sand,3,1.0,2.0,
shore,2,,1.0,1.0
gawd,3,2.0,,1.0
multi,3,3.0,,
taskin,1,1.0,,
errbody,1,,1.0,
mscaseycarter,1,,1.0,
njoying,1,,1.0,
plce,2,,1.0,1.0
joomla,1,,1.0,
cvs,2,1.0,,1.0
genetic,1,1.0,,
brandpoor,1,1.0,,
yooooooo,1,,,1.0
_nk,1,1.0,,
fits,4,2.0,2.0,
category,4,1.0,1.0,2.0
resco,1,1.0,,
mobileforms,1,1.0,,
toolkit,1,1.0,,
ruin,8,4.0,2.0,2.0
keve,1,,1.0,
warn,4,2.0,1.0,1.0
_ahoy,1,,,1.0
thnks,3,1.0,2.0,
listing,4,1.0,1.0,2.0
fiddle,2,1.0,,1.0
faddle,1,1.0,,
workload,2,1.0,,1.0
gumbo,2,2.0,,
tommorrow,2,2.0,,
heyyy,5,,3.0,2.0
fitness,5,3.0,,2.0
hehehehe,3,,1.0,2.0
furniture,6,4.0,1.0,1.0
curtains,1,1.0,,
rugs,1,1.0,,
soaked,2,1.0,,1.0
carlys,1,1.0,,
looooong,3,2.0,,1.0
smug,1,,1.0,
blower,2,1.0,1.0,
denial,5,2.0,2.0,1.0
spectacular,2,,2.0,
belay,1,1.0,,
swimsuit,2,1.0,,1.0
tub,1,1.0,,
bromeliad,1,1.0,,
drace,1,1.0,,
tumor,2,2.0,,
jeffery,1,1.0,,
bbqs,2,,,2.0
_stiller,1,,,1.0
tengo,1,,,1.0
dinero,1,,,1.0
thang,2,,1.0,1.0
cheifs,1,,1.0,
canes,1,,1.0,
sport,6,,4.0,2.0
togethers,1,1.0,,
_kel_17,1,1.0,,
ehh,1,1.0,,
carnt,2,1.0,1.0,
artery,1,,,1.0
hagen,1,,,1.0
daz,1,,,1.0
izzy,3,1.0,1.0,1.0
_dog,1,,1.0,
puddles,1,,1.0,
alives,1,,,1.0
exhusband,1,,,1.0
66vld,1,1.0,,
murphys,2,1.0,1.0,
km235x,1,1.0,,
thumbnail,1,1.0,,
frequently,1,,,1.0
maatt,1,,1.0,
spoken,4,,3.0,1.0
dudeee,1,,1.0,
suffering,9,9.0,,
drowsy,3,1.0,,2.0
piriton,1,1.0,,
purifier,1,1.0,,
refunds,1,,,1.0
reporting,1,,,1.0
directly,4,1.0,1.0,2.0
hayward,1,,,1.0
plugged,2,1.0,,1.0
flashpoints,1,1.0,,
kpfa,1,1.0,,
segment,2,1.0,,1.0
chevron,1,1.0,,
_cunning,1,,1.0,
uff,2,1.0,,1.0
auduns,1,,,1.0
lifeestyle,1,,1.0,
munching,1,,,1.0
witless,1,1.0,,
screenshots,1,,,1.0
foooood,1,,1.0,
quickest,1,,,1.0
pretend,6,1.0,3.0,2.0
sneeze,2,1.0,,1.0
loudly,2,,,2.0
niko,2,,2.0,
vermont,2,1.0,1.0,
tennille,1,,1.0,
overjoyed,2,1.0,1.0,
_bizzle,1,,,1.0
gb,4,2.0,,2.0
crate,1,1.0,,
dolce,1,1.0,,
tto,2,1.0,,1.0
mentioned,7,2.0,4.0,1.0
attendances,1,,,1.0
hajjis,1,1.0,,
codla7,1,1.0,,
ti,4,1.0,1.0,2.0
cr8hjs,1,1.0,,
uninhabital,1,1.0,,
swept,1,1.0,,
mopped,1,1.0,,
tops,3,1.0,1.0,1.0
roadtrips,1,1.0,,
coupon,3,2.0,1.0,
sinking,3,2.0,,1.0
bracing,1,1.0,,
edown,1,1.0,,
pharmacy,2,2.0,,
sighhh,1,1.0,,
benadryl,3,2.0,1.0,
caturday,1,,,1.0
decleration,1,1.0,,
koreans,2,2.0,,
ohhhhh,5,2.0,2.0,1.0
barcalona,1,,1.0,
poems,3,2.0,,1.0
e1,1,1.0,,
palominos,1,1.0,,
cooolooorss,1,,1.0,
scribkin,1,,1.0,
xyb1qw8cb,1,,1.0,
roc,1,,1.0,
witchu,1,,1.0,
imy,1,,1.0,
buu,1,,1.0,
lrzjr,1,,,1.0
loveliest,1,,1.0,
busier,1,,,1.0
_brads,1,,,1.0
huggers,1,,,1.0
blatantly,1,,1.0,
guarding,1,,1.0,
630pm,1,,1.0,
guard,1,,1.0,
wa,6,2.0,1.0,3.0
diegoooooooo,1,1.0,,
butterfly,4,1.0,2.0,1.0
lov,4,1.0,3.0,
pleaseeee,1,,,1.0
blowout,2,1.0,,1.0
ths,1,,1.0,
preparing,3,,2.0,1.0
_is_rad,1,1.0,,
rygby,1,1.0,,
rwhats,1,1.0,,
peep,3,2.0,,1.0
dynasty,2,2.0,,
1000th,1,,1.0,
caring,5,1.0,3.0,1.0
lucien,1,,,1.0
kerk,1,,,1.0
vocalists,1,,,1.0
rosa,1,,,1.0
guadalupe,1,,,1.0
virgins,1,,,1.0
migraines,3,3.0,,
sedaris,1,,,1.0
ugghhhhh,1,,1.0,
arizona,4,4.0,,
feeeeeed,1,1.0,,
meeeeee,1,1.0,,
copyed,1,,,1.0
chicks,3,,,3.0
pleasant,4,1.0,3.0,
sewing,5,1.0,1.0,3.0
proving,3,,3.0,
kaleidoscope,1,,,1.0
whoever,7,1.0,1.0,5.0
heheheheh,2,1.0,,1.0
agreement,2,,,2.0
sitter,6,3.0,,3.0
goose,6,3.0,,3.0
_rabbit_,1,,1.0,
begining,2,,2.0,
signs,7,1.0,3.0,3.0
sped,3,2.0,1.0,
2zemt,1,,1.0,
broncos,2,1.0,1.0,
chiefs,1,1.0,,
elway,1,1.0,,
nfl,1,1.0,,
fu,3,2.0,1.0,
kc,5,1.0,1.0,3.0
_gable,1,,1.0,
chalet,2,,2.0,
iono,1,,,1.0
l8r,1,,,1.0
romina,1,,,1.0
snot,1,,,1.0
_foster,2,1.0,,1.0
jewellry,1,1.0,,
dressssss,1,1.0,,
fuzz,2,1.0,,1.0
hardest,7,3.0,1.0,3.0
shitter,1,1.0,,
friendorfollow,2,2.0,,
jibberish,1,,,1.0
_casagrande,1,,1.0,
paiseh,1,,,1.0
misha,1,,,1.0
flownyce,1,,1.0,
nyhmz,1,,,1.0
dionusia,1,,,1.0
_magazine,1,,,1.0
wishlist,1,,,1.0
bulldogs,1,1.0,,
celebrated,5,1.0,3.0,1.0
fattyyy,1,1.0,,
delish,3,,2.0,1.0
yself,1,,,1.0
heroism,1,,,1.0
badges,1,,,1.0
achievement,2,,1.0,1.0
30tools,1,,1.0,
goodbey,1,,,1.0
pressents,1,,,1.0
mobypicture,3,,1.0,2.0
uqi0h2,1,,,1.0
rainbow,2,,1.0,1.0
organs,1,,1.0,
tab,2,,1.0,1.0
ffwd,1,,,1.0
aac,1,,,1.0
markers,1,,,1.0
chevre,2,,2.0,
mooooooooornin,1,,,1.0
thundershowers,1,,1.0,
violated,2,2.0,,
terms,3,1.0,1.0,1.0
contacting,2,1.0,,1.0
aba,1,1.0,,
asd,1,1.0,,
autism,1,1.0,,
harder,8,5.0,1.0,2.0
intervene,1,1.0,,
jacket,6,2.0,,4.0
barnes,3,,3.0,
nobles,1,,1.0,
apologize,3,,,3.0
hammered,1,,,1.0
snowball,1,,1.0,
37wt5f,1,,1.0,
spurs,2,,,2.0
involve,1,,,1.0
urns,1,1.0,,
61ov1,1,1.0,,
ahte,1,1.0,,
blastinggg,1,,,1.0
trailers,1,,,1.0
retreat,2,,1.0,1.0
reall,1,,,1.0
aerobics,1,,,1.0
tickled,2,,1.0,1.0
_w_a,1,,1.0,
macaroni,1,,,1.0
skewl,1,,1.0,
0zywwj,1,,,1.0
ina,2,,1.0,1.0
b8jth,1,1.0,,
invisalign,1,1.0,,
refitted,1,1.0,,
_eleni,1,,1.0,
provence,1,,1.0,
abrams,2,,,2.0
louis,2,,,2.0
registering,1,1.0,,
browsers,1,1.0,,
rpgyy,1,,,1.0
dork,7,2.0,3.0,2.0
de8y47,1,,,1.0
ded,1,,,1.0
classy,3,,3.0,
reeces,1,,,1.0
bigtime,1,,,1.0
bush,5,2.0,,3.0
oats,1,,1.0,
pinot,1,,1.0,
grigio,1,,1.0,
desperatly,1,,1.0,
vanessas,1,,1.0,
policemen,1,,1.0,
pappadeux,1,,1.0,
pierced,3,1.0,1.0,1.0
piercings,2,1.0,1.0,
hasa,1,,,1.0
casserole,1,,,1.0
straightening,2,1.0,,1.0
kudai,1,,,1.0
stage,8,2.0,2.0,4.0
warrior,1,,,1.0
workaholic,1,,,1.0
lifestyle,1,,,1.0
molly,5,2.0,3.0,
cue,4,,1.0,3.0
zone,7,1.0,2.0,4.0
bon,2,,1.0,1.0
voyage,1,,1.0,
mccarran,1,,1.0,
cyah,1,,1.0,
memes,2,,,2.0
transferring,1,1.0,,
bhabhi,1,,1.0,
horseforth,1,,1.0,
hooky,2,,2.0,
fitzsimmons,1,,1.0,
endless,4,2.0,,2.0
grueling,1,,,1.0
gordos,1,,,1.0
municating,1,,,1.0
roller,1,,,1.0
blading,1,,,1.0
contrary,2,,1.0,1.0
tributary,1,,,1.0
endlessly,2,1.0,,1.0
velvet,2,,1.0,1.0
5z50g,1,,,1.0
meow,4,,1.0,3.0
trippin,4,,,4.0
ruthie,1,,,1.0
dion,1,,,1.0
66sbz,1,,,1.0
_78,2,1.0,1.0,
elaines,1,,1.0,
ybwm,1,,1.0,
presh,1,,1.0,
zdb,1,,1.0,
5jnl7,1,,1.0,
whyd,1,1.0,,
hottest,2,,1.0,1.0
ggs,1,,1.0,
imho,1,,1.0,
fotolog,1,,,1.0
sokristen,1,,,1.0
engadget,1,1.0,,
eyeshadows,1,,,1.0
dinna,1,,,1.0
hink,1,,,1.0
shown,3,1.0,1.0,1.0
elgin,1,,,1.0
nae1,1,,,1.0
districtlines,1,,,1.0
revertfashion,1,,,1.0
_man,1,1.0,,
burritos,3,1.0,,2.0
enchilado,1,1.0,,
_illustrated,1,,,1.0
coraline,3,,2.0,1.0
creativity,4,1.0,2.0,1.0
inspirational,3,1.0,2.0,
krauss,1,,,1.0
lullaby,2,,,2.0
foking,1,1.0,,
woooooo,2,1.0,1.0,
hazy,1,1.0,,
ketchup,2,1.0,,1.0
waili,1,1.0,,
3alaiiik,1,1.0,,
barley,2,1.0,,1.0
tuff,1,1.0,,
endeavor,1,,1.0,
subscribed,2,,2.0,
goddaughters,1,,,1.0
du,3,,,3.0
jour,2,,,2.0
_happy_emox,1,1.0,,
walked,10,6.0,1.0,3.0
kilometres,1,1.0,,
intervals,1,1.0,,
wallpapers,1,1.0,,
meltdown,1,,,1.0
drummer,6,1.0,2.0,3.0
ephraim,1,1.0,,
zenh,1,1.0,,
malibu,3,,1.0,2.0
terrance,1,,,1.0
irma,1,,,1.0
vep,1,,,1.0
donuts,5,,1.0,4.0
siyal8r,1,,,1.0
l8rs,1,,1.0,
ami,1,,1.0,
foreverrr,1,,1.0,
noes,6,6.0,,
pung,1,,,1.0
retweetings,1,,1.0,
palin,2,,1.0,1.0
boognish,1,,1.0,
clemmie,1,,1.0,
catbook,3,1.0,1.0,1.0
steph,7,1.0,3.0,3.0
improve,4,,,4.0
unattractive,1,1.0,,
listens,1,1.0,,
msi,1,1.0,,
bakes,1,1.0,,
remarkably,1,1.0,,
scrabble,1,1.0,,
sinuses,3,3.0,,
overhere,1,,,1.0
dutch,2,,1.0,1.0
bringtaraback,1,,,1.0
mesa,1,1.0,,
approving,1,,1.0,
twa,1,,1.0,
thinker,1,,1.0,
rusks,1,,1.0,
fennel,1,,1.0,
camomile,1,,1.0,
olympic,3,1.0,1.0,1.0
sarah,9,,6.0,3.0
naina,1,,,1.0
xt,1,,1.0,
tele,4,2.0,2.0,
purpose,5,3.0,,2.0
inr,1,,,1.0
beagle,1,1.0,,
ori,1,1.0,,
pei,2,1.0,,1.0
audi,2,1.0,1.0,
uo,1,1.0,,
whitecaps,1,1.0,,
revolution,1,,1.0,
pleeez,1,,,1.0
bamf,1,,,1.0
fieeerrceee,1,,,1.0
ibiza,1,1.0,,
_souljaa,1,,,1.0
lashes,3,1.0,,2.0
tined,1,,,1.0
moisturiser,1,,,1.0
glossary,1,,,1.0
chiro,2,1.0,1.0,
terry,3,2.0,1.0,
curly,4,1.0,1.0,2.0
religious,1,,,1.0
gallore,1,,,1.0
kayleigh,2,,1.0,1.0
coatandkay,1,,,1.0
irish,5,1.0,2.0,2.0
rooms,5,1.0,,4.0
fubumvc,2,2.0,,
j00ha,2,2.0,,
documentation,2,1.0,,1.0
20somethin,1,,,1.0
inoo,1,1.0,,
sed,3,2.0,,1.0
ino,1,1.0,,
saddo,2,2.0,,
_truesdale,1,1.0,,
bytheway,1,,1.0,
gracious,2,2.0,,
britt,2,1.0,1.0,
flames,1,,,1.0
dragonforce,1,,,1.0
backstage,2,,2.0,
repops,1,,,1.0
wheree,1,1.0,,
dmc4,1,1.0,,
__diamond,1,,,1.0
stain,1,,,1.0
pound,2,2.0,,
nyquil,2,1.0,1.0,
corrected,1,,1.0,
tmr,4,2.0,,2.0
transcription,1,1.0,,
maikos,1,,1.0,
nnnaaa,1,1.0,,
uhhhh,1,1.0,,
playah,1,1.0,,
shawty,2,1.0,1.0,
nun,2,1.0,1.0,
scarred,2,2.0,,
relative,3,1.0,,2.0
bandung,1,,,1.0
_devi,1,,1.0,
aweee,1,,,1.0
nailing,1,,1.0,
webconcepting,1,,1.0,
awarded,1,,1.0,
tonigh,2,,1.0,1.0
snaps,1,,,1.0
liquor,3,1.0,1.0,1.0
67ot5,1,,1.0,
decoration,1,,1.0,
memoir,1,1.0,,
boomin,1,,,1.0
fucc,1,,,1.0
buccz,1,,,1.0
starbuccz,1,,,1.0
trees,6,2.0,1.0,3.0
treasures,2,,1.0,1.0
cheesy,8,3.0,3.0,2.0
yinz,1,,1.0,
extracted,1,,,1.0
toothache,5,4.0,,1.0
sinus,5,3.0,,2.0
belgium,2,1.0,,1.0
nuuuuu,1,,1.0,
arriving,5,2.0,1.0,2.0
drat,2,1.0,,1.0
wolftrap,1,,,1.0
babyy,4,2.0,,2.0
jacks,5,1.0,,4.0
cripple,1,,,1.0
twizzler,1,,,1.0
rolynn719,1,,,1.0
quakes,1,,1.0,
sb6,1,1.0,,
nicked,2,2.0,,
qljyb,2,,,2.0
stats,4,,1.0,3.0
eastgardens,1,,1.0,
hillsong,2,,2.0,
nicks,4,1.0,2.0,1.0
4wdui,1,,1.0,
festive,1,,1.0,
pajamas,1,,1.0,
mexico,8,2.0,2.0,4.0
surfing,4,,1.0,3.0
offense,4,1.0,,3.0
rickbaker24,2,,,2.0
cjtqaf,1,,1.0,
caption,2,,,2.0
tiime,2,,1.0,1.0
mustve,1,,,1.0
thunderstorming,1,,,1.0
buenos,2,,1.0,1.0
dias,2,,1.0,1.0
sandwhich,3,,1.0,2.0
brag,2,1.0,,1.0
guesss,1,,,1.0
stace,1,,,1.0
somethng,1,,1.0,
microeconomics,1,1.0,,
ihate,2,2.0,,
ilets,1,1.0,,
thereoyy,1,,,1.0
geas,1,,,1.0
thankies,2,,1.0,1.0
scotland,5,2.0,1.0,2.0
ronin121,1,,1.0,
mattew,1,,1.0,
mcconaughey,1,,1.0,
smexy,1,,1.0,
oohs,1,,1.0,
aahs,1,,1.0,
liloven,1,1.0,,
kinduhh,1,,1.0,
parental,2,,1.0,1.0
unc,1,,,1.0
cuts,3,2.0,,1.0
mdm5tp,1,,,1.0
l8ter,1,,1.0,
focusing,1,1.0,,
dayuumm,1,1.0,,
lingerie,1,,1.0,
fastest,2,1.0,1.0,
bigi,1,,,1.0
sih,3,,2.0,1.0
____,1,,,1.0
le,3,,1.0,2.0
monts,1,,,1.0
pairung,1,,,1.0
_pany,1,,1.0,
kathy,1,,1.0,
cda,1,,,1.0
misconstrued,2,1.0,1.0,
qs,2,,1.0,1.0
convo,6,,3.0,3.0
corsen,1,,,1.0
promised,7,1.0,1.0,5.0
_gaba,1,,,1.0
evrytime,1,,,1.0
mojojojo,1,,,1.0
dexters,1,,,1.0
needless,2,2.0,,
cache,5,1.0,1.0,3.0
unintentionally,3,2.0,,1.0
snubbed,1,1.0,,
ineptness,1,1.0,,
shyness,1,1.0,,
assistant,5,3.0,,2.0
itx,2,1.0,,1.0
spf,2,,,2.0
chemicals,2,1.0,,1.0
burrito,5,1.0,,4.0
chipotle,5,1.0,,4.0
hmz,1,1.0,,
governmental,1,1.0,,
sunbathe,1,,1.0,
snacks,4,1.0,1.0,2.0
iccvb,1,,1.0,
320gb,1,,1.0,
hdd,2,,2.0,
benchmarked,1,,1.0,
34mb,1,,1.0,
tila,4,1.0,1.0,2.0
introducing,2,,2.0,
kennys,2,1.0,1.0,
5z0dc,1,,1.0,
4wf30,1,,1.0,
eeeeeeeeeee,1,,1.0,
accidents,2,1.0,,1.0
spots,2,1.0,,1.0
memphis,1,,,1.0
icon,6,1.0,1.0,4.0
hamburger,2,,,2.0
nia,1,,,1.0
pd,2,,,2.0
dayton,1,,,1.0
cincinnati,2,,1.0,1.0
wiz,1,,,1.0
kut3,1,,,1.0
speeds,3,,,3.0
celebritytweet,1,,,1.0
wembley,1,,1.0,
audit,2,,,2.0
matilda,2,,,2.0
bowl,8,2.0,1.0,5.0
respite,1,,,1.0
defrag,2,1.0,,1.0
reassembled,1,,,1.0
sooooooooooo,1,,1.0,
teenage,2,1.0,1.0,
witch,2,1.0,1.0,
uncool,3,2.0,,1.0
mpp,1,1.0,,
teetotaler,1,1.0,,
waupoos,1,1.0,,
handbags,1,,1.0,
heheee,2,,2.0,
jordie,2,,,2.0
patrick,3,2.0,,1.0
bumper,1,,1.0,
troops,1,,1.0,
military,1,,1.0,
tighten,1,1.0,,
bolts,1,1.0,,
shure,1,,,1.0
hurtin,3,3.0,,
yaayy,1,,1.0,
medhurst,1,,,1.0
mcflurry,1,,,1.0
aaaaahhhh,1,,,1.0
spur,1,,1.0,
african,3,1.0,2.0,
director,2,1.0,1.0,
fishfingers,1,,,1.0
waitress,2,,1.0,1.0
carwash,1,,,1.0
_precious06,1,,,1.0
evernote,1,,,1.0
sd,5,2.0,2.0,1.0
fllwng,1,,,1.0
thm,2,,,2.0
evernote_eyefi,1,,,1.0
mpxn,1,,,1.0
12s,1,,1.0,
cantttt,1,1.0,,
shineeeee,1,1.0,,
apartments,7,2.0,1.0,4.0
ragoons,1,,,1.0
yumb,1,,,1.0
thoughtful,2,,2.0,
unix,1,1.0,,
environment,3,1.0,1.0,1.0
devs,2,2.0,,
fidel,1,,,1.0
appraising,1,1.0,,
peer,4,1.0,,3.0
pose,3,2.0,,1.0
consider,7,3.0,1.0,3.0
railing,1,1.0,,
magical,5,2.0,3.0,
_r_roberts,1,,1.0,
pirating,1,,,1.0
_coza,1,,,1.0
4j9x4,1,,1.0,
arrow,1,,,1.0
remove,4,1.0,,3.0
amything,1,1.0,,
sence,1,1.0,,
lover,4,,4.0,
scratching,2,,,2.0
_mueller,1,,,1.0
gromit,2,1.0,,1.0
bbc1,2,,,2.0
goooood,2,,2.0,
tricked,4,2.0,1.0,1.0
hype,3,1.0,1.0,1.0
mcm,2,,1.0,1.0
_sprigge,1,,,1.0
skydivers,1,,,1.0
doomsday,1,,,1.0
guyz,1,1.0,,
doinq,1,1.0,,
eligable,1,1.0,,
howeva,2,1.0,,1.0
itz,1,1.0,,
spelled,3,2.0,,1.0
paniniii,1,,,1.0
cramming,1,,,1.0
chf,1,,,1.0
mashup,1,,,1.0
hysteria,1,,,1.0
5jnv2,1,,,1.0
dannys,2,,1.0,1.0
haul,1,,,1.0
wagners,1,,,1.0
bend,4,1.0,,3.0
shz,1,,,1.0
5ke,1,,,1.0
employee,6,2.0,2.0,2.0
530p,1,,1.0,
areply,1,,,1.0
mmmmmmm,1,,1.0,
espresso,6,2.0,2.0,2.0
efficiently,1,,1.0,
fur,3,3.0,,
cosmic,1,1.0,,
irony,3,3.0,,
furry,1,1.0,,
giveaway,4,,2.0,2.0
unclaimed,1,,1.0,
outdated,2,2.0,,
bigoted,1,1.0,,
patronising,1,1.0,,
imperialist,1,1.0,,
monoculturalist,1,1.0,,
righteous,1,1.0,,
congratses,1,,,1.0
tew,1,,,1.0
frosting,1,,1.0,
tara,1,1.0,,
catholic,1,,1.0,
wholeheartedly,1,,1.0,
ambiguous,1,,1.0,
hhrs,5,,2.0,3.0
bandit,1,,1.0,
deadliestcatch,1,,1.0,
tpg,1,,1.0,
suspense,1,,1.0,
whatnot,2,1.0,1.0,
godawful,2,1.0,,1.0
gahd,1,,,1.0
troopers,3,2.0,1.0,
uggo,1,,,1.0
excuses,2,,2.0,
catnapped,1,1.0,,
oberhausen,1,,1.0,
girlz,1,,,1.0
jesss,1,,,1.0
vague,1,1.0,,
popper,1,1.0,,
registration,3,1.0,1.0,1.0
suxs,1,1.0,,
pestered,1,,,1.0
personnel,1,,,1.0
mumbai,4,2.0,,2.0
yardhouse,1,,,1.0
waikiki,2,,1.0,1.0
breakie,2,,,2.0
blackpool,1,,,1.0
flowered,1,,1.0,
imitate,1,1.0,,
shaycarls,1,,,1.0
vlog,1,,,1.0
beds,2,,,2.0
buongiorno,1,,,1.0
surprisingly,10,1.0,9.0,
yuen,1,,1.0,
remeber,4,,2.0,2.0
bottoms,2,,1.0,1.0
smashspace,1,,1.0,
ssbb,1,,1.0,
wider,1,1.0,,
reduculous,1,1.0,,
mylan,1,,,1.0
4gnlp,1,,1.0,
fantastical,1,,1.0,
frank,6,2.0,1.0,3.0
fucktard,1,1.0,,
brill,1,,1.0,
tv21,1,,1.0,
berocca,1,,1.0,
